,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
270,25737018,/d8e61b6c91b9818f4c1e07cb3c07575e_genMid.18396983_1.jpg,5712 SE Lexington St,97206,419264,415000,4,2.5,1730,2007,SOLD BY REDFIN 10/17/18,"Lives large with 2 living areas on main and 4 bedrooms up. Central A/C, 2.5 baths, skylight, great storage and new flooring throughout with Marmoleum in kitchen and baths, recently painted interior, 2nd-floor laundry. Oversized garage, new patio, and landscaping in the fully fenced backyard. Easy commute downtown and close to Woodstock! Very well cared for - a must see! [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10023348-20180826]",2,Traditional,Multnomah,18396983,"3,600 Sq. Ft.",4,3,6,53,38,87
271,26525782,/c902ceaf852cd9139135bdaaf0f1799a_genMid.18524287_0.jpg,7235 SE Clatsop St,97206,322542,270000,3,2,1610,1946,SOLD BY REDFIN 10/03/18,"Charming remodel on over-sized private lot. Living-dining rms w/gas fireplace. Spacious kitchen, tile backsplash, SS appliances, gorgeous cabinets. Main floor bath w/jetted tub. 3 nicely-sized bedrooms, 2nd full bath up. Basement is bonus/family room w/great storage. Amazing private yard - covered deck, fire pit, fruit trees. Newer roof, mini splits, H2O heater. Tucked on dead-end Street w/gated driveway! Free-standing ""carport"" stays! [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R209934-20180625.pdf]",3,2 Story,Multnomah,18524287,"6,850 Sq. Ft.",4,3,6,58,44,80
275,25796821,/3257b508bf95bde964b11f7a8f42adbc_genMid.18596916_0.jpg,7861 SE Springwater Dr,97206,351869,350000,4,2.5,1526,2006,SOLD BY REDFIN 7/31/18,This close in 4 bed/2.5 bathroom house centrally located to all Woodstock & Lents have to offer. Main floor living with all 4 bedrooms upstairs & a covered patio perfect for entertaining. Dining room/kitchen combo functions perfectly for any cook. Raised garden beds in backyard & tons of mature plants throughout the lot. Additional storage in added attic platform + newer crawlspace vapor barrier + garage has built-in bike storage! A 10!,2,"Contemporary, 2 Story",Multnomah,18596916,"2,826 Sq. Ft.",4,3,6,70,48,88
278,26621122,/53a65e18a7b31ff4f1a55fdf61ebc484_genMid.17226807_1.jpg,5911 SE 52nd Ave,97206,475359,435000,3,1,1760,1914,SOLD BY REDFIN 11/29/17,"Absolutely Charming Woodstock Bungalow! Delightfully updated kitchen w/Farm sink, SS appliances & butcher block counters. Main floor living & dining + open Den. Main floor hardwoods, built-ins & bedroom w/French doors. Two additional bedrooms up w/great walk-in closet in hall. Lower level is partially finished. Detached garage & serene yard with deck & gardens. Stellar location, mere blocks to all Woodstock fun & action!",3,"Bungalow, Traditional",Multnomah,17226807,"5,000 Sq. Ft.",7,5,6,83,49,96
279,26509172,/79ef59c5e4cc6de26d9280b04c79edc9_genMid.18149890_0.jpg,7241 SE Tolman St,97206,363423,360000,2,1,811,1952,SOLD BY REDFIN 5/10/18,"Absolutely Aaaadorable Woodstock Rancha-A-Low!Beautifully updated & move-In ready w/all appliances included! Delightful, light-filled kitchen w/gorgeous maple cabinetry, tile backsplash, BI microwave, & fabulous storage including pantry. Gleaming hardwood floors, indoor laundry, good storage. Int/Ext paint in 2017. Newer furnace. Covered patio & carport + shed w/electrical for studio. Large corner lot w/development potential. [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R140224-20180309.pdf]",1,"Ranch, 1 Story",Multnomah,18149890,"5,500 Sq. Ft.",4,3,8,70,49,82
281,26557159,/8501eed512fd98ee9f77d122c3f2f104_genMid.18303247_0.jpg,8120 SE Tolman St,97206,321239,319900,3,1,1380,1904,SOLD 11/05/18,"Well maintained Arleta Bungalow w/ period charm. From the large covered porch, you enter a formal foyer w/ tall ceilings, leaded glass transom window & period fixtures. Wood throughout the home, open living/DR, 2 trad. pop-outs, & original wood. Designer paint in & out. Kitchen w/ well kept 1940's fixtures. Custom storm & window screens, nice yard with chicken coop. BRAND NEW ROOF & 1 YEAR SELLER PAID HOME WARRANTY INCLUDED IN SALE! [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/hes/R218203-20180619]",2,"Bungalow, Cottage",Multnomah,18303247,"4,606 Sq. Ft.",4,3,8,72,56,89
282,26482324,/d2139e2e563b52e682db2318b61eb149_genMid.18693335_0.jpg,5020 SE 44th Ave,97206,516913,535000,3,2,1888,1925,SOLD 10/29/18,"Tastefully updated blending classic bungalow charm with modern finishes. Coved ceilings, crown molding, and gleaming oak hardwoods paired with an open kitchen and finished lower level. All the big upgrades with a two car garage on an idyllic street. Walkable to parks, schools, a straight shot to New Seasons, and all the fun of Woodstock. Move right in and live the Portland dream! [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10042053-20180921]",2,"Bungalow, Cottage",Multnomah,18693335,"5,000 Sq. Ft.",7,5,6,69,50,94
286,145982575,/ca8dbfac0c99c7fade40f26c4eb02300_genMid.18330731_6.jpg,2511 SE 67th Ave,97206,730393,750000,5,3.5,2983,2018,SOLD 9/28/18,"Beautiful new construction home nearly 3000sf w/ 4bedrooms 2.5 baths & 1bedroom/1bath legal ADU! Beautiful wood floors, designer colors & fixtures, extensive tile & millwork, immaculate kitchen w/ ss apps, quartz countertops, and tile backsplash! Sizable master suite w/ spacious walk-in closet & gorgeous bathroom with dual vanities! Meticulously landscaped & fenced yard, a 93BikeScore, and Earth Advantage Certified!",3,"Traditional, 2 Story",SOUTH TABOR,Multnomah,—,5,7,8,57,48,94
287,144324904,/c9ea3f983bc8a79367df29343b458cd2_genMid.18217869_0.jpg,4777 SE Mitchell St,97206,630387,640000,3,3.5,2353,2018,SOLD 9/21/18,"Floor plan has an open kitchen/dining area/living room & an upstairs master suite. Classic materials like marble & granite counters throughout, subway tile & hardwood floors. Built by a top local builder. 1-Year Builders Warranty. High-end quality finishes. The builder has completed over 700 homes. Woodstock Park 1 block away. Basement flex space has bath and could be used as bedroom.",2,Craftsman,Multnomah,18217869,—,7,5,6,68,50,74
292,26537428,/c4e904552b1a80aee717a7c4b55e63f3_genMid.18498647_0.jpg,5012 SE Martins St,97206,343350,324000,2,1,886,1925,SOLD 9/04/18,"Located in Woodstock; Walk score 84, bike score 85. Excellent first home and investment.So much potential to add your finishing touches.Garage with high ceiling and fenced yard.Many arterials every direction for easy access to and from all that PDX has to offer.Agent and buyers to verify schools and square footage.Appointment only to view.Open house 7/28 12-2 [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R208761-20180606.pdf]",1,Bungalow,Multnomah,18498647,"4,200 Sq. Ft.",7,8,6,89,48,95
293,26331895,/dd6d8e869c0645838fac71b2b6d1518e_genMid.18233644_0.jpg,4401 SE Tenino St,97206,464540,450000,3,2,2159,1915,SOLD 8/08/18,"Don't miss your chance to see this well maintained 3 bedroom, 2 bath home. Bright spacious kitchen and private master suite with peaceful territorial view. Water features on grounds, including natural spring that irrigates entire property. Oversize 3+ car garage with separate electrical sub panel and plumbed with water and drain. ADU (accessory dwelling unit) possibility. Dividable lot. buyer to own due diligence. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R274953-20180427.pdf]",3,2 Story,WOODSTOCK,Multnomah,0.31 Acres,7,8,6,53,40,80
296,26539608,/45bd3aebbcad217431e1bea7d7923a94_genMid.18302462_0.jpg,4661 SE 52nd Ave,97206,413921,435000,2,2,1300,1909,SOLD 7/26/18,"Delightful Woodstock Farmhouse. Well maintained home with classic charm and smart updates including newer oak floors, gorgeous tile-work, rejuvenation light fixtures, updated bathrooms and high efficiency furnace. Master suite up with walk-in closet. Clever basement family room with custom built-ins. Over-sized corner lot with mature landscaping and laurels creates a secluded and spacious outdoor setting. Blocks to Woodstock hot-spots! [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R122032-20180528.pdf]",3,Farmhouse,Multnomah,18302462,"6,454 Sq. Ft.",7,5,6,64,51,96
297,26441649,/449f1eb35b743b65e01d906d86ba7fbe_genMid.18448699_0.jpg,2917 SE 66th Ave,97206,494212,490000,3,2,1864,1941,SOLD 6/25/18,"South Tabor Super Charmer, Love at first sight-darling from the curb and will not disappoint inside. Walking the fine line of keeping the old house charm intact with modern amenities. Light filled rooms with hardwoods on the main. Updated kitchen and baths with hip finishes. Dialed in finished basement with infinite possibilities. Garden and Relax in the private fenced backyard. Bike Score 90, All this in the shadow of Mt Tabor! [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/pdf/R118375-20180425.pdf]",2,Bungalow,SOUTH TABOR,Multnomah,"5,300 Sq. Ft.",5,7,8,69,47,97
298,26300733,/dd1b17c9d45171c265e5dba3d487fedf_genMid.18111332_0.jpg,4216 SE Henderson St,97206,723667,740000,3,2,2292,1955,SOLD 6/18/18,"Lovely Mid-Century Modern Entertainers Delight! Tranquil South & West Views. Tastefully remodeled living areas on main w/hardwoods, bedrooms, kitchen & bath. Lower level with spacious family room, den & bath. Wood-burning fireplaces. Private yard w/In-Ground Pool. Lots of room to spread out, relax and entertain. Walk to park, restaurants, cafes, New Seasons and library. Special Original Owner Home.",2,"Daylight Ranch, Mid-Century Modern",EASTMORELAND HEIGHTS,Multnomah,"7,500 Sq. Ft.",7,8,6,55,43,69
299,26579683,/ed56a2f1d54f99b8c451cf4c6b7bc024_genMid.18214172_0.jpg,6329 SE Tolman St,97206,496191,485000,3,2,1992,1950,SOLD 6/13/18,"Stunning, quality remodel. Walk to Woodstock shops, parks, dining & transit. Open kitchen w/custom hickory cabinets, quartz, stainless & more. Updated hardware, lighting, electrical, plumbing, & floors throughout. Remodeled baths. New A/C & water heater. Milgard windows. Urban escape on private lot w/castle-wall of laurels. Extra long drive plus garage w/attached shed. Great potential in unfinished basement. Your wait is over! [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R290084-20180319.pdf]",2,Ranch,Multnomah,18214172,"9,600 Sq. Ft.",7,5,6,60,41,88
300,113841591,/8dc96f4636e2b72b8bbfc64f89d5d59c_genMid.18659061_1.jpg,5731 SE 60th Ave,97206,585001,580000,4,2.5,2175,2018,SOLD 6/07/18,"New Price on this contemporary Tudor in high-demand Woodstock neighborhood. Exceptional, large,sunny master bedroom with vaulted ceiling and spacious bathroom suite featuring soaking tub & separate shower. Classic details include box beams, wainscoting, crown molding, built-ins, covered porch, patio Tank-less H20, 92% furnace, quartz slab counters, tile bath floors, Builder paid 2-10 warranty. 10/10 Energy Score this house is perfect!",2,"Contemporary, Tudor",Multnomah,18659061,"3,000 Sq. Ft.",7,5,6,70,48,78
302,26440215,/4648cec221c25af76e853e49da33e470_genMid.18640698_0.jpg,7324 SE 62nd Ave,97206,384152,365000,3,1,1060,1957,SOLD 5/25/18,"Adorable Brentwood bungalow nicely updated on a huge level lot just a short walk to Brentwood park. Large expense updates done. Newer gas furnace, roof, central AC, opener. Beautiful hardwoods throughout, new paint, wood burning fireplace, nook off kitchen, walk-in laundry with tub sink, three nice bedrooms. The home is well cared for and nice close in location. Small tool shed and room for RV parking. Bike to Woodstock. Move in ready!",1,Bungalow,Multnomah,18640698,"9,238 Sq. Ft.",4,3,8,55,39,84
303,26547995,/65dc9aa2f46e2837a260457db5ec3c7c_genMid.18027812_0.jpg,5424 SE Reedway St,97206,487130,485000,3,1,2268,1948,SOLD 5/25/18,"Charming cottage in Woodstock neighborhood, restored and updated to Pristine condition.  Gleaming hardwood floors throughout the main level. Remodeled kitchen with newer cabinets, counters and SS appliances. Large master bedroom on the upper level. Lower level is a blank slate with loads of potential and good ceiling heights. House is seismically strapped to the foundation. Newer heat pump and water heater. Private and fenced backyard. [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R289289-20180423.pdf]",2,Cottage,Multnomah,18027812,"4,800 Sq. Ft.",7,5,6,77,50,96
305,26502984,/d6084c428d62049c3a59eca11199ce82_genMid.18012379_0.jpg,7408 SE Ogden St,97206,337179,329000,2,1,982,1951,SOLD 5/21/18,"Wonderful SE home with remodeled kitchen on an amazingly deep, fully-fenced lot. Vaulted ceilings in living room & master bedroom give an airy feel. Perfect artist & entertaining space w/insulated studio, outdoor kitchen w/pizza oven, tool shed and garage w/extended shop. Beautifully landscaped lot is large enough for all outbuildings plus plenty of room to entertain & garden. Must see!! [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R276268-20180402.pdf]",1,"Ranch, 1 Story",Multnomah,18012379,"8,250 Sq. Ft.",4,3,6,56,46,79
307,145103761,/7e2fad2ba9131b8c270ad634b33a9eb6_genMid.18677648_6.jpg,5711 SE Harold Ave,97206,645476,650000,5,2.5,2438,2018,SOLD 5/18/18,"This is a beautifully built home by one of Portland's finest local builders. Bringing an elegant twist to this gorgeously designed modern style, contemporary concept masterpiece. The Master Suite boasts a free-standing soaking tub, shower, and charming sliding barn door. Entertain family & friends in a fully fenced back yard with covered patio and gas line for a BBQ! Or bring your guests inside to be blown away by your life of luxury.",2,"Contemporary, NW Contemporary",Multnomah,18677648,—,7,5,6,64,50,73
308,26351083,/b5d9f543f136ecbf1b1e71dddaa20af4_genMid.18083488_5.jpg,8531 SE 75th Ave,97206,391425,345000,4,2,2172,1913,BOUGHT WITH REDFIN 5/15/18,"Well maintained home, move in ready. Fresh paint in and out, new carpet in all bedrooms, refinished hardwood/softwoods. Private patio off Mstr bdrm/family room. Mstr bdrm can be a family room or in-law quarters. 2 bdrms upstairs with a sitting area. Dining room and eating area off large kitchen with storage galore. 4 car off street prkng. Over sized 3 car gar. with one 10 ft door. Best buy at less than $150 per square ft. Will go fast!",2,2 Story,Multnomah,18083488,"6,682 Sq. Ft.",4,3,6,54,46,81
312,25847573,/7107c1a4598d52a66ffa407578faf987_genMid.18183299_0.jpg,6330 SE 57th Ave,97206,473061,508500,5,2,2304,1948,SOLD 5/04/18,"Offer deadline 4/10, 4pm. Beautiful Woodstock home with flowing floorplan & Frisbee field fully fenced backyard! Charming living room with hardwd floors & fireplace. Bright kitchen with granite counters & SS appliances. 5 fantastic bedrooms including master on main. Spacious lower level guest suite & cozy family room. Energy efficient: Home Energy Score is 9 outta 10! Basement remodel, new furnace, A/C, hot water heater, & roof in 2016. [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R289705-20180330.pdf]",3,"Bungalow, Capecod",Multnomah,18183299,"7,500 Sq. Ft.",7,5,6,69,44,92
314,25778707,/40f749d01ab9fdde896529baf520c889_genMid.17055762_0.jpg,4141 SE Schiller St,97202,432274,407000,4,1,1454,1928,SOLD 4/13/18,"Opportunity in prime location! Beautiful remodeled interior & exterior within last year, large 1454 sqft, 4 bedroom, 1 full bath, brand new back deck, fresh paint, master on main, full unfinished basement, large covered front porch patio, large front yard back off street. Fireplace has been cleaned. Cash, Conv, FHA, VA. 2 hr notice for showings, owner occupied.",2,Farmhouse,Multnomah,17055762,"5,000 Sq. Ft.",5,5,6,67,51,90
315,26437921,/754a17d2bcc95702584859da1d315d33_genMid.18111535_0.jpg,3020 SE 52nd Ave,97206,532104,520000,3,2,2646,1908,SOLD 4/12/18,"Gorgeous&move-in ready!Over2600sf of spacious living!Enjoy gleaming wd flrs, designer paint colors, mstr w/wlk-in closet&fll,lots of naturl lght,FP,remod kitch w/SS appliances,more! Exterior offers  entertainer's deck, private fenced yrd, 1 detached garage & plenty more parking in the gated driveway. 84 Wal Score & a 93 Bike Score in the sought after South Tabor neighbrhd to enjoy cafes, shops, restaurants, & all sorts of events! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R501122-20180220.pdf]",3,Traditional,TABOR,Multnomah,"5,000 Sq. Ft.",5,7,8,83,53,97
320,26465444,/7d7246e17d155fac227b34bc593a42aa_genMid.18015721_2.jpg,6637 SE 78th Ave,97206,390388,377500,3,2,2064,1928,SOLD 3/27/18,"Tucked away in up-and-coming Brentwood-Darlington, this adorable home has been tastefully updated! Light & bright living area features wood-burning fireplace, while arched doorway leads to dining room. Kitchen equipped with SS appliances & storage. 3 beds & full bath are perched on upper level, while unfinished basement houses an additional full bath & plenty of room for your vision! Fenced yard w/ paver patio. Come make this your home! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R610805-20180123.pdf]",2,"Bungalow, Cottage",BRENTWOOD - DARLINGTON,Multnomah,"2,895 Sq. Ft.",4,3,8,55,52,82
